text,sentiment_score,word_count,avg_sentence_length,normalized_helpful_votes,relevance_score
I have 2 of the 1L and 1 of the 500 mL stow bottles. They are compatible with a sawyer filter and work great as a clean or dirty water bag.,0.5994,33,16.5,0.0,2.17982
"This is a lovely ultralight, packable backpack - it's a good size for 1-2 L water (a 32 oz/1L Nalgene will fit in each outside pocket), a lunch, and a light jacket. I got the waist pack in the same color and enjoy using them together.",0.9445,54,27.0,0.0,2.28335
I liked these are first but the stitching is unraveling after only a few uses. Not durable at all.,0.2263,21,10.5,0.0,1.66789
"I own two of these bags to organize backpacking gear or strap to the outside of my bag for extra storage - they are great for keeping food together. They are great lightweight durable bags, the blue color is beautiful and goes great with my bag. I do not use them to stuff my sleeping bag but I think they would work for that purpose. I.consider this midrange as far as price goes.",0.8442,78,19.5,0.0,2.25326
"Drawstring immediately ripped inches of stitches, producy unusable",0.0,9,9.0,0.0,0.4
"I bought this to store water before I filter it and drink it. It's a bit more than 2L according to the marking on the bag. Sturdy, nice thick seams. I like platypus products. It folds up very small.",0.6486,46,9.2,0.0,2.19458
"Half of them have already broken, the hinge isn't very strong.",-0.7201,14,14.0,0.0,0.9839700000000002
"I use these to organize small essentials when traveling and hiking. One for first aid, one for water filtration, one for electronics, etc. They are lightweight but sturdy.",0.0,34,11.333333333333334,0.0,2.0
"These are great flasks. The product is very durable and light weight. The bite valves work great and do not leak. I use them in the front pockets of an osprey dyna 6 vest, which is very comfortable. You can roll up the bottom of the flask to make it shorter as well. To dry just turn upside down, it stands up and drains out any remaining water.",0.9426,76,12.666666666666666,0.4,2.40278
"I took this on my first ever hike in camping trip. It's great, packs down to a very small size and easy to inflate. My boyfriend is an experienced backpacker and owns the same model.",0.7906,40,13.333333333333334,0.0,2.23718
I love this trainer but it's so loud! When I first got it it hurt my ears. I ended up setting up a blanket over some boxes around the unit to muffle the noise and it's a lot better now. I love that I can work out at home though.,0.8378,56,14.0,0.0,1.85134
"I bought this sleeping bag because my boyfriend used the same model on a backpacking trip through the chilly mountains and recommend it. It's a nice warm bag, high quality and warm.",0.7964,36,18.0,0.0,2.23892
"Great liner, I used it while camping to keep my sleeping bag clean. It worked well, light weight, easy to compress and pack. I'm not sure if it added much warmth but my primary goal was to keep the sleeping bag clean and it did that. It's also soft and comfortable. Good quality.",0.9599,63,12.6,0.0,2.28797
"I ordered this 2 months ago to use while running or biking. Today the connector between the hose and the bag broke, spilling water all over the place. I really liked this product but I expected it to last much longer. I was not rough with it and only used it as intended.",0.0378,58,14.5,0.0,0.8113400000000001
"This thing is perfect. I was worried that it might not work for me because I have unusual handlebars - the bar is very wide (diameter) but it's also narrow (width). This fit perfectly even though one of the Velcro straps passes over cables. It feels secure with the three straps.<br /><br />It holds my phone and some other items (wallet, keys) and the plastic front let's me use the phone while it's safe in the bag. It appears to be very high quality and I think it will hold up over time. I bought this do I could follow directions on my phone while I bike.",0.9602,130,21.666666666666668,0.0,2.2880599999999998
"Works well to keep my bite valve clean, I wish it fit a little more snugly, but it works as is. Something like this should have been included in my pack!",0.8197,35,17.5,0.0,2.24591
"I was worried that these would be small after reading some of the reviews, particularly about the waist band. I am 5'1"", 100lbs, 24"" waist 34"" hips and for me the xs was a little big, but the waist band (it's elastic, not a draw string) holds them up well. Mid rise.<br /><br />I noticed immediately that they are quite warm and seem high quality. I think they will hold up well and I intend to use them for running, hiking, and as a base layer. I wish they were a little more snug, but I recognize that I'm way on the smaller end of the spectrum so I understand.",0.8761,139,27.8,0.2,2.32283
This product was easy to assemble and fits snugly over my door frame. The cushioned grips are nice and I haven't had any problems with it. I just use it for chin ups/pull ups.,0.7881,38,12.666666666666666,0.0,2.23643
"Love this hammock, it's easy to set up and take down. It's a little big when it's just me because the sides rise up, so if you plan to mostly use a hammock alone you may want the single. This is a good, comfortable hammock for two people. I really love the color as well.",0.9595,65,16.25,0.0,2.28785
"This water bottle is fantastic. It does not leak, and it easily disassembles for cleaning. I use a standard bottle & straw brush. Absolutely no complaints. The clip on the cap is great too.",0.9321,40,8.0,0.0,2.27963
"This is the first spring assisted knife I have owned. It's a nice size and is very easy to open once you get the hang of it. The blade is beautiful and very sharp right out of the box. You have to press the &#34;flipper&#34; pretty hard to open the knife, so I don't think it would open by accident.",0.8622,75,18.75,0.0,2.25866
"It took me a few days to get used to strapping everything down, but I can now use this chord to quickly wrap around my back pack and strap it securely to the rack on the back of my bike. The two chords spread out to hold everything securely, and the hooks stay in place well. This set up is so secure that it survived a fall that threw ME off the bike! I haven't noticed any loss of elasticity in the few months that I have used the straps on my daily commute. The chords are quick and easy to use but hold everything securely.",0.9802,114,22.8,0.0,2.29406
she will love it,0.6369,4,4.0,0.1,2.2210699999999997
cute for our human fooseball tournament,0.4588,6,6.0,0.0,2.13764
Great columbus Crew shirt. Just as you would expect from a XXL.,0.6249,14,7.0,0.0,2.18747
Love this little bike accessory!,0.6696,6,6.0,0.0,2.20088
The black face is cracking and falling off after 2 days. Poor quality.,-0.5719,15,7.5,0.0,0.22843000000000005
My husband loves them!,0.6114,5,5.0,0.0,2.18342
Leaves white stuff in your hair. Not good!,-0.4015,10,5.0,0.1,0.30955
Runs a little small. Great quality. Soft material.,0.5888,11,3.6666666666666665,0.0,2.17664
"Great cooler!  Compact, yet big enough to carry everything I need for lunch.",0.6588,16,8.0,0.0,2.19764
Good quality,0.4404,2,2.0,0.0,2.13212
"Be careful!  The casters do not lock, so very easy to fall off of this product.",0.6557,19,9.5,0.2,1.05671
Great quality.  Adjustable from 22lbs-88lbs of tension.,0.4215,9,4.5,0.0,2.12645
Son is high school runner. He uses frequently.,0.0,10,5.0,0.0,2.0
My son loves it!  Uses frequently.,0.6114,8,4.0,0.0,2.18342
It is a bit slower than I expected even after spraying the bottom with oil for speed,0.0,17,17.0,0.0,1.6
Thick and great price!,0.6588,5,5.0,0.0,2.19764
Husband used this to clean his Harley Davidson. This is super easy to use and makes it shine will continue to purchase works great.,0.9274,26,13.0,0.0,2.27822
Great golf glove husband loves it! Fits perfect priced just right,0.9151,12,6.0,0.0,2.27453
Feels very cheap and the bag is bite size! Nothing about this bag is adult sized.,0.0,18,9.0,0.1,0.8300000000000001
Got these for my husband to wear while he works and sweats and he loved them.  They stayed on his head with no slippage and are very absorbent.,0.4019,30,15.0,0.0,2.12057
Easy to set up. Definitely need 2 people just to help hold things in place but it could be done with 1 if necessary. The only con is that the coated yellow part chips so easily. Gets the job done though!,0.8449,45,11.25,0.2,1.9134700000000002
Too large and not for little girls. More for adults or older teens.,0.0,15,7.5,0.0,0.4
"This is the 3rd table I have purchased, each is in a different place and different purpose.  Sturdy.  I love everything about it except the design, it's too busy.  I would prefer some thing more muted in tone so I didn't have to throw a table cloth over it.  It especially plays tricks with my dad's eye sight, makes him dizzy as one of the reasons it needs be covered.  Good table though.",0.7727,85,14.166666666666666,0.1,2.2618099999999997
Worked just as expected!,0.0,5,5.0,0.0,2.0
Durable and reliable. Very happy,0.6115,6,3.0,0.1,2.21345
"easy fit, takes patience installing. . .",0.6597,9,3.0,0.0,2.19791
USED A COUPLE OF TIMES. . . NOT BAD,0.5255,10,2.5,0.0,1.3576500000000002
am still using it off and on. it is holding it's condition and works for what I need it for,0.0,22,11.0,0.0,1.6
swesome knife: made a rack to put it on display on my bookshelf: good conversation piece when friends are over,0.7184,22,22.0,0.4,2.3355200000000003
Loved them! Lightweight and so helpful to have,0.832,9,4.5,0.0,2.2496
"Nice lightweight, super cute pj’s! I always order her size large. This particular item fits extra well, not too stretchy to where she walks out of it or it comes off her shoulders.",0.902,40,13.333333333333334,0.0,2.2706
Another fabulous medium weight romper. This particular style is VERY stretchy. Could actually go down 1 size in my opinion.,0.5267,23,7.666666666666667,0.0,2.15801
"Update... after charging approximately 3 times, now it won't turn on or do anything at all.<br /><br />I chose this one because it was more attractive than most of the others.  It does tell time, and measure heart rate and BP.  The touch screen doesn't work, or works intermittently.  I have to go to the app on my phone and tell it to take my blood pressure.  So, for $50, it might be an adequate, portable blood pressure monitor.  That is what I wanted it for, but I'm not really sure how accurate it is.  I like that you can customize the display.  Upload your own photo, decide what information you want it to show on the face.  The pedometer is not accurate; I can log up to 30 steps while I am sleeping!  But as a general measure of activity level, I suppose it is somewhat useful.  The sleep monitor is okay and makes a pretty graph on my phone... but I frequently get up during the night to use the bathroom, and then it stops recording, so I am not getting an accurate reading there either",0.9317,223,20.272727272727277,0.2,0.7395100000000001
These are great.  Much better than the lifting straps I had before.,0.7906,14,7.0,0.0,2.23718
These are a must if you are setting up a gym at home.  They will protect your floor and prevent a lot of damage.,-0.128,26,13.0,0.0,1.9616
"I use these when I run.  They do a pretty good job of keeping sweat off of my face.  But, the honest truth is, that I am a pretty heavy sweater when I work out - so they can't completely keep it out of my face.  Still - much better with them than without.",0.9618,61,15.25,0.0,1.88854
Works well & as advertised.,0.2732,6,6.0,0.0,1.6819600000000001
"Very comfortable, forget it's there. No worry of injury when working on machinery.",0.2548,17,8.5,0.1,2.1064399999999996
Slightly smaller than standard stated size. Looks good & is comfortable while being safe around industrial setting. Will buy again.,0.8442,23,7.666666666666667,0.1,1.8832600000000002
You get what you pay for. It's fine for the price. Got this June 2 and the handle has been broken since about the 2nd use,-0.4019,29,9.666666666666666,0.0,1.0794300000000001
This is so cute! I love it and I hope my kid's Papa loves it for Fathers Day,0.9453,20,10.0,0.0,2.2835900000000002
Stylish and works great! The zipper makes all the difference. We had a normal life jacket and my daughter hates swimming as it tops their faces forward. With this she is able to stay perfectly afloat all on her own.,0.8748,44,11.0,0.1,2.2924399999999996
"you may be fooled by soft inner padding, but the skate is terrible.<br /><br />the boot: side walls don't curve over the top of foot leading to strange gap between lace holes, laces, and boot tongue. Plodders may be fine with it, but real skaters won't.<br /><br />the frames: even worse. two piece design relies on over tightening the axle bolts causing friction between the wheels and frames. noisy ""ABEC 7's"" are no cure.<br /><br />STICK WITH BAUER or CCM upper echelon",-0.7783,116,29.0,0.0,0.16651000000000005
hat comes sealed and never worn<br /><br />good fit for an average male head... can be tightened from there<br /><br />only gripe is it's not natural fabric but rather composite (and likely flamable) material,-0.1301,52,52.0,0.1,1.5909700000000002
it a shame because the product seems well built in every other facet and i'm a heavy guy<br /><br />the sides you push off from are hard plastic that is taller than most shoe soles<br /><br />it becomes intolerable after a few days use,-0.34,59,59.0,0.0,0.6980000000000001
"I love the fact it gives you a choice of spoon or spork.  They both fit nicely in the FTXPRO brand of thermos.<br />They are strong yet move in the joints easily, yet not too loose.",0.9456,43,21.5,0.0,2.28368
"I received these as a gift, so I do not know the monetary value but the practical value is 100% useful.  They are easy to charge.  They are light weight and worked perfectly the entire morning.",0.965,41,13.666666666666666,0.0,2.2895
I have struggled with the stock kickstand on my e bike from day one. This one is PERFECT.<br />Has textured feet so it even stands in dirt and dry grass without issue. Easy install and adjust. Highly recommend!,-0.5726,46,11.5,0.0,1.82822
"Love this hoop and it's perfect for me. I'm 5'9"" with a size 22 waist and it plenty big.",0.836,26,13.0,0.5,2.4008
Easy to install and very secure. Allowed me to install my trailer on my other 2 bikes beyond the ones that came stock with the trailer.<br />Make sure you follow the directions and use the notch on the washer to secure the mount in at the angle you want.<br />I got mine just about right and then verified the install of the trailer first. Then torqued it down.,0.8516,79,26.33333333333333,0.0,2.25548
"Make sure you read the dimensions. The front to back length is just tiny. It reminds me of a smart car in proportion to my other trailer. Just too short for us or any normal size kiddos. If you have tiny kids I'm sure it will work for you though.<br />It was easy to put together and take apart and we got it back on the box to return easy enough, which was surprising.",0.9217,85,17.0,0.0,1.4765100000000002
I like the ease of mounting because I can easily switch the rear between the bike and trailer when I am using it. The headlight mounts easily on my 3 different style bikes as well. Very nice and I love that it doesn't waste batteries.<br />I have only charged them once and used it a dozen times with no issues.<br />Great set. Highly recommend,0.9435,76,19.0,0.0,2.28305
"It's nice enough once completed and it has held up for a couple months now, however ... I broke 3 pieces during assembly and needed the assistance of Gorilla tape to keep them together. But it's working still so 4 stars.<br />Kids like it well enough and I do like the storage underneath.",0.8462,62,20.666666666666668,0.1,1.88386
We used this 4 times over our week stay. Each time it was up for over 8 hours and I never had to think about it. We even had 30mph gusts and minor rain on one day and it didn't break a sweat. Highly recommend this bessport sun shade!,0.474,54,13.5,0.2,2.2022
They are inexpensive and you get a lot. But they are not nearly as durable as the name brand and don't last more than a handful of launches,0.0,30,15.0,0.0,1.2000000000000002
"I purchased two of these.  I put them on my dogs and they were cute.  I later noticed they were falling apart.  Seams were opening, material tearing.  Very cheaply made.",0.34,36,7.2,0.0,0.502
We received a lovely wind chime as a wedding present 10 years ago.  The sail fell off and got lost.  I came across this one on Amazon.  The perfect answer.  I almost didn’t purchase due to the negative comments.  I am glad I did purchase this.  Perfect for what we intended!  Adds a nice touch.  Received quickly.,0.9283,68,7.555555555555555,0.0,2.27849
"Good anchor, holds even in mild current. I am only anchoring a three person inflatable boat, but am very confident in this product",0.771,26,13.0,0.6,2.4113
makes a nice water bottle but really you can't get a lot of fruit in the inside tube and it doesn't seem to really make that big of a difference to the water! you might as well just put it in a regular water bottle and squeeze the fruit juice in there and leave the lemons in there as well it would be a lot cheaper.,0.7345,70,35.0,0.0,1.4203500000000002
"My son is a white water rafting guide, and is always on the water. This is the vest he wrars, as do the majority of the other guides he works with. If you are seriously looking... stop and buy this one.",-0.4404,47,15.666666666666666,0.1,1.89788
"Bought this for my son, who is an avid kayaker and rafter, and spends his summers as a white water rafting guide: so he spends a great deal of time on the river and can be relied on for good advice when it comes to getting the right gear.<br /><br />His verdict: this helmet is just plain uncomfortable to wear for several hours on the river. The headband rubbed his skin and put uneven pressure on his head, giving him a headache over time. After a couple days, enough time to give this helmet a fair chance, he decided it just wasn't going to work for him.<br /><br />It is possible that others may have diferent experience, but for gear that is really going to make the diference between an enjoyable day on the river, or not: invest in something better.",0.9267,169,56.333333333333336,0.2,1.13801
"The color was not as vibrant as shown. Mine arrived looking faded, as if it had spent several years in the sun.",-0.4168,25,12.5,0.0,1.0749600000000001
"I use these on my rain fly with my hammock when camping and backpacking. They are lightweight, sturdy and make setup very easy. For what I need, these are perfect!",0.8012,35,11.666666666666666,0.0,2.24036
"This was a great lightweight fly big enough to cover my hammock. In all ways, it was just what I needed.<br /><br />However, I did have a problem with durability. My son sprayed the fly with bug spray, which actually  melted the fly. Otherwise, this worked perfectly.",0.765,62,15.5,0.0,1.8295000000000001
"This is a nice dry bag, with attachment points to connect a line and make a nice bear bag. The price is right, but you can find lighter options that do the trick just as well. Still, it does what it needs to do, and it s relatively cheap.",0.6956,56,18.666666666666668,0.0,1.80868
"Bought this to set up a basement batting cage for my teenage son who plays high school baseball.  He uses a Tanner tree and the skillz practice balls, and it works perfectly. No problem at yet, and the net us so big, I cant see how he can possibly miss it.<br /><br />Set up was surprisingly easy, and this would be great to travel with and set up quickly. I have to say this exceeded all of my expectations, as well as my son's.",0.9528,101,25.25,0.4,2.40584
"My wife absolutely loved her fitbit. It was everything she wanted; however, after a year, the thing just died. She took great care of or, so it wasn't misused. Just one day it would not turn on and that was that.",0.8357,50,12.5,0.0,1.85071
Missing hardware and pieces didn't fit together like they should. This thing was garbage and a waste of money.,-0.8031,22,11.0,0.1,0.18907000000000002
"After an awful lot of I dependent research, I came to Amazon to specifically find and purchase this glove. My son is a 15 year old sophomore playing on the High School baseball team. He has a nice gli vfc e for p and saying infield, but need di mb withing with a little more reach to use in the outfield. This glove was perfect.<br /><br />Very good quality, and fits his hand very well. Nice deep pocket is great for snagging fly balls.<br /><br />The glide took some breaking in before he declared it fit for use in a game, so don't expect it to be game ready right off the bat (I have seen other reviews that say they have used it immediately, so maybe it's more of a personal preference).<br /><br />In any case, if you do your research, you will end up right here buying this glove. It really was a good buy for a great glove.",0.9916,200,33.333333333333336,0.0,2.29748
"This table is just plain fun. The family has enjoyed it immensely, and this table has taken a lot of use in the past year.<br /><br />Pros:<br />- good build quality for a low price. Have had this for over a year, and holding up nicely.<br />- table is easy to set up and level<br />- air hockey jets allow the disc to move smoothly all around the table<br />- table tennis surface is smooth and flat- no warping or uneven seams.<br />- everyone loves it! Have had many hours of enjoyment... family tournaments, challenges. It really provides some quality family times<br />- stands up to some pretty heavy teenager use, so that is a great testament to the quality of this table.<br /><br />Cons:<br />- the table tennis is smaller than regulation. Nor necessarily a con, and it is still plenty of fun, but we had some trouble playing doubles on it.<br />- table tennis surface lays flat, but there isn't anything to keep it in place. It takes some adjustment to get it straight, and is prone to get out of whack if you bump the table. But this has really been far less of an issue than we initially thought it would be, and you can't beat the price.<br />- the net for the table tennis had to be replaced already, so just expect a 5 dollar cost after about a year. A minor issue, at best.<br />- the air hockey discs and paddles work great, but the table tennis paddles are garbage. We replaced them with real paddles almost immediately.<br />- air hockey has sound effects and automatic scoring... but my kids don't like the voice, so we just turn it off... easy enough.<br /><br />All in all, we could not be happier with this table. It iui s just a ton of fun for my family and you can't beat the price.<br /><br />If you are even considering this, I would highly recommend getting it. (It even gets my teenager off of his phone and actually interacting with the family)",0.9812,454,37.833333333333336,5.5,3.54436
"Look, this is probably my fault, but I thought I had purchased a bear bag with attached line. When in fact this is so l.j d as a bear bag ""kit"" that consisted of a little bag with a length of twine and a small carabiner.<br /><br />The twine and carabiner look cheap and not up to repeated use. The carrying bag is essentially useless.<br /><br />I would not recommend this to anyone.",-0.5446,94,31.33333333333333,2.3,0.92662
"My son plays High School baseball so decent gear is a must. These glasses are perfect. Lightweight, durable, fit snug enough to stay in place while running around the field... AND...most importantly, they are stylish enough to satisfy a teenage boy.",0.91,50,16.666666666666668,0.1,2.303
"This product is just as advertised. Perfect for backpacking- easy to set up and use. Boils water in about two minutes. Easy to clean up, tear down and packs up nicely to fit in your pack. It's really just the perfect stove.",0.9664,49,9.8,0.0,2.28992
"This is one of those products where you get what you pay for. As an avid backpacker, having a decent water filter is critical, and this product really delivers. Easy to set up and pack up when you're done, lightweight and carries nicely in the pack. Pump is easy to use, but flow rate could be a bit better... but that is to be expected. Fills my nalgene bottles nicely and easy to use. I don't use a Camelback, but the pump comes with an attachment to make filling one easy. All in all, it is exactly what you need.",0.9717,116,16.571428571428573,0.1,2.32151
"Bought this mat for an indoor batting cage in our basement. So far so.good. the turf does its job well and the size is perfect for the need. It could probably be a little thicker with more padding/ grip on the floor, but it does the job.",0.4404,52,13.0,0.0,1.73212
This sweatshirt is very nice.  I didn't expect this quality of an item at this price. I am very impressed.,0.7569,24,8.0,0.1,2.2570699999999997
"I bought two of these to carry two kayaks on my Ford Escape.  I love the folding option which makes it easy to store.  They're very easy to attach to the roof-racks and changing the angles takes a couple seconds.  I've made multiple 3 hr trips with two kayaks and no troubles.  The straps that come with it work great.  They're pricey but in my opinion, its worth it to have a quality product that is so easy to use.",0.9497,90,15.0,0.2,2.34491
"Broke the very first time I used it! One of the little metal folding pole that hold it up, snapped in the middle of the plastic,  so while the string holds it to all be one, its slumped over.<br />Overall was super easy to put up. And very roomy!",0.6792,59,19.666666666666668,0.1,1.03376
They are short like 7/8 but that is bc I am tall. Stitching is good and no pilling this far. Also it doesnt attract lent like a lot of other materials,-0.3674,33,11.0,0.0,1.48978
"Came wrinkled, flat in a bag.  Would never wear it in public, in the back yard gardening maybe if my husband wasn't looking.",0.0,28,14.0,0.2,0.8600000000000001
Everything I needed.,0.0,4,4.0,0.0,2.0
Works great,0.6249,2,2.0,0.0,2.18747
Great! Works as advertised.,0.6588,6,3.0,0.0,2.19764
Sturdy...I just need to work out more now.  :),0.507,13,6.5,0.0,2.1521
These solar powered LED flashlights with keychains are amazing.  I gave them as gifts and everyone loved them. They are still going strong and it's been months.,0.9001,31,10.333333333333334,0.0,2.27003
I have small hands but these gloves run very small.,0.0,11,11.0,0.0,2.0
"Go Gators but I returned this flag. For the price of $29.98, it was just too cheaply made, thin and is guaranteed to tear up in the first season of flying it. What can we expect when it is made in China. It goes back.",0.0,52,13.0,0.1,0.8300000000000001
"We use this spinner on game day and remove it until the next week or next game. If you intend on leaving it out for any extended period of time, it will not last. But as long as its taken care of, its fun and this price here was great. I paid $40.00 for this same spinner a few years ago in a local sports shop.",0.9468,73,18.25,0.0,1.8840400000000002
